0.000000000000000e+000	2.000000e+000
1.828571376855898e-008	2.000000e+000
3.657142753711795e-008	2.000000e+000
5.485714130567693e-008	2.000000e+000
7.314285507423590e-008	2.000000e+000
9.142856884279487e-008	2.000000e+000
1.097142826113539e-007	2.000000e+000
1.279999963799128e-007	2.000000e+000
2.559999927598256e-007	2.000000e+000
5.119999855196511e-007	2.000000e+000
1.023999971039302e-006	2.000000e+000
2.047999942078604e-006	2.000000e+000
3.976406526999194e-006	2.000000e+000
6.026449009533416e-006	2.000000e+000
8.650042696246431e-006	2.000000e+000
1.389723006967246e-005	2.000000e+000
1.914900735974580e-005	2.000000e+000
2.453171800594254e-005	2.000000e+000
2.903590216998631e-005	2.000000e+000
3.346192000830231e-005	2.000000e+000
3.770872965589839e-005	2.000000e+000
4.254725275301219e-005	2.000000e+000
4.921882154136842e-005	2.000000e+000
5.541209598751679e-005	2.000000e+000
6.180077085819748e-005	2.000000e+000
6.622057772639901e-005	2.000000e+000
7.024740620567604e-005	2.000000e+000
7.830106316423008e-005	2.000000e+000
8.660997152333208e-005	2.000000e+000
9.476946596997663e-005	2.000000e+000
1.044582168316267e-004	2.000000e+000
1.115710154000515e-004	2.000000e+000
1.189711312684873e-004	2.000000e+000
1.297171553181032e-004	2.000000e+000
1.380403969990656e-004	2.000000e+000
1.456064729499456e-004	2.000000e+000
1.515306651535902e-004	2.000000e+000
1.584274036706389e-004	2.000000e+000
1.641968468164275e-004	2.000000e+000
1.711476926835681e-004	2.000000e+000
1.768221962538830e-004	2.000000e+000
1.806475034493305e-004	2.000000e+000
1.840934867775469e-004	2.000000e+000
1.858082837695587e-004	2.000000e+000
1.879237420537241e-004	2.000000e+000
1.893486423191433e-004	2.000000e+000
1.911464885080485e-004	2.000000e+000
1.933594489343325e-004	2.000000e+000
1.954498185590558e-004	2.000000e+000
1.977761006106472e-004	2.000000e+000
1.998039985696657e-004	2.000000e+000
2.025933966116925e-004	2.000000e+000
2.047408610450056e-004	2.000000e+000
2.071653333984405e-004	2.000000e+000
2.092464454587077e-004	2.000000e+000
2.125249447338900e-004	2.000000e+000
2.143450907987045e-004	1.999999e+000
2.163370033193928e-004	1.999999e+000
2.179665908932755e-004	1.999999e+000
2.198954164409383e-004	1.999999e+000
2.217497350512919e-004	1.999999e+000
2.236868068027623e-004	1.999999e+000
2.250698836730768e-004	1.999999e+000
2.270579666448879e-004	1.999999e+000
2.288240042462819e-004	1.999999e+000
2.307232610370224e-004	1.999999e+000
2.322643612739524e-004	1.999999e+000
2.346276677760110e-004	1.999999e+000
2.369078740684086e-004	1.999999e+000
2.394520767593370e-004	1.999999e+000
2.445404821411940e-004	1.999999e+000
2.470809265538221e-004	1.999999e+000
2.496893367710337e-004	1.999999e+000
2.516294487312466e-004	1.999999e+000
2.536831499068283e-004	1.999999e+000
2.562018174444549e-004	1.999999e+000
2.594663458799546e-004	1.999999e+000
2.614370450457504e-004	1.999999e+000
2.636088599486306e-004	1.999999e+000
2.654626745214614e-004	1.999999e+000
2.673250032078016e-004	1.999999e+000
2.689762675136291e-004	1.999999e+000
2.708611654034056e-004	1.999999e+000
2.727204837120159e-004	1.999999e+000
2.746529078550896e-004	1.999999e+000
2.770086833758203e-004	1.999999e+000
2.782008717019853e-004	1.999999e+000
2.796271629443427e-004	1.999999e+000
2.802801632343133e-004	1.999999e+000
2.815861638142546e-004	1.999999e+000
2.821272399194464e-004	1.999999e+000
2.827227884765651e-004	1.999999e+000
2.833449159426898e-004	1.999999e+000
2.836516830964822e-004	1.999999e+000
2.840615666370395e-004	1.999999e+000
2.842898943126010e-004	1.999999e+000
2.845427711637471e-004	1.999999e+000
2.848417672455707e-004	1.999999e+000
2.850500653489649e-004	1.999999e+000
2.852490497753990e-004	1.999999e+000
2.854966908730516e-004	1.999999e+000
2.857628938273970e-004	1.999999e+000
2.860392694164315e-004	1.999999e+000
2.863477633543392e-004	1.999999e+000
2.866762457780612e-004	1.999999e+000
2.872035233681824e-004	1.999999e+000
2.875805251383056e-004	1.999999e+000
2.880851401169763e-004	1.999999e+000
2.883939124548665e-004	1.999999e+000
2.887461841287033e-004	1.999999e+000
2.891225364242999e-004	1.999999e+000
2.893931200006594e-004	1.999999e+000
2.897543735276876e-004	1.999999e+000
2.901294437783495e-004	1.999999e+000
2.904074160645624e-004	1.999999e+000
2.907926207278664e-004	1.999999e+000
2.911639476458247e-004	1.999999e+000
2.914782019245200e-004	1.999999e+000
2.918866181570569e-004	1.999999e+000
2.922668533399917e-004	1.999999e+000
2.925910131609631e-004	1.999999e+000
2.929695389495905e-004	1.999999e+000
2.932203148507872e-004	1.999999e+000
2.934897151907653e-004	1.999999e+000
2.938388106043611e-004	1.999999e+000
2.941752937248187e-004	1.999999e+000
2.945176194266501e-004	1.999999e+000
2.948996774845129e-004	1.999999e+000
2.953532352198038e-004	1.999999e+000
2.958539166346710e-004	1.999999e+000
2.963731441851930e-004	1.999999e+000
2.969972652028238e-004	1.999999e+000
2.975722433000132e-004	1.999999e+000
2.981794378155889e-004	1.999999e+000
2.988421714825576e-004	1.999999e+000
2.993303141169965e-004	1.999998e+000
2.998190658353886e-004	1.999998e+000
3.003300668848219e-004	1.999998e+000
3.006748668480471e-004	1.999998e+000
3.010759985744040e-004	1.999998e+000
3.013981608949972e-004	1.999998e+000
3.018691156856916e-004	1.999998e+000
3.023433647014732e-004	1.999998e+000
3.028923470469990e-004	1.999998e+000
3.034571848974693e-004	1.999998e+000
3.040157222030334e-004	1.999998e+000
3.045707333004439e-004	1.999998e+000
3.051074960773756e-004	1.999998e+000
3.056893887039122e-004	1.999998e+000
3.064873872207405e-004	1.999998e+000
3.069980367665399e-004	1.999998e+000
3.076374982330650e-004	1.999998e+000
3.083887333392281e-004	1.999998e+000
3.091525991093407e-004	1.999998e+000
3.099509494935254e-004	1.999998e+000
